"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~4세","2023년10월_계_5~9세","2023년10월_계_10~14세","2023년10월_계_15~19세","2023년10월_계_20~24세","2023년10월_계_25~29세","2023년10월_계_30~34세","2023년10월_계_35~39세","2023년10월_계_40~44세","2023년10월_계_45~49세","2023년10월_계_50~54세","2023년10월_계_55~59세","2023년10월_계_60~64세","2023년10월_계_65~69세","2023년10월_계_70~74세","2023년10월_계_75~79세","2023년10월_계_80~84세","2023년10월_계_85~89세","2023년10월_계_90~94세","2023년10월_계_95~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~4세","2023년10월_남_5~9세","2023년10월_남_10~14세","2023년10월_남_15~19세","2023년10월_남_20~24세","2023년10월_남_25~29세","2023년10월_남_30~34세","2023년10월_남_35~39세","2023년10월_남_40~44세","2023년10월_남_45~49세","2023년10월_남_50~54세","2023년10월_남_55~59세","2023년10월_남_60~64세","2023년10월_남_65~69세","2023년10월_남_70~74세","2023년10월_남_75~79세","2023년10월_남_80~84세","2023년10월_남_85~89세","2023년10월_남_90~94세","2023년10월_남_95~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~4세","2023년10월_여_5~9세","2023년10월_여_10~14세","2023년10월_여_15~19세","2023년10월_여_20~24세","2023년10월_여_25~29세","2023년10월_여_30~34세","2023년10월_여_35~39세","2023년10월_여_40~44세","2023년10월_여_45~49세","2023년10월_여_50~54세","2023년10월_여_55~59세","2023년10월_여_60~64세","2023년10월_여_65~69세","2023년10월_여_70~74세","2023년10월_여_75~79세","2023년10월_여_80~84세","2023년10월_여_85~89세","2023년10월_여_90~94세","2023년10월_여_95~99세","2023년10월_여_100세 이상"
"전라북도  (4500000000)","1,757,295","1,757,295","39,383","64,243","80,970","83,777","95,417","96,654","86,859","86,557","118,545","128,254","152,829","146,489","156,304","128,334","95,302","75,785","66,047","38,341","13,815","2,892","498","874,659","874,659","19,934","32,991","41,655","43,607","51,566","52,588","45,998","44,147","60,609","65,897","79,698","75,835","78,668","63,373","44,832","33,515","24,286","11,728","3,166","502","64","882,636","882,636","19,449","31,252","39,315","40,170","43,851","44,066","40,861","42,410","57,936","62,357","73,131","70,654","77,636","64,961","50,470","42,270","41,761","26,613","10,649","2,390","434"
"전라북도 전주시 (4511000000)","643,920","643,920","16,566","27,891","33,854","34,290","41,882","44,024","39,422","37,652","49,211","50,988","57,784","50,626","48,904","37,043","26,764","19,930","15,331","8,209","2,857","599","93","316,365","316,365","8,393","14,353","17,324","17,793","21,876","23,157","20,640","18,917","24,275","24,875","28,511","24,856","23,327","17,479","12,123","8,815","6,051","2,746","719","123","12","327,555","327,555","8,173","13,538","16,530","16,497","20,006","20,867","18,782","18,735","24,936","26,113","29,273","25,770","25,577","19,564","14,641","11,115","9,280","5,463","2,138","476","81"
"전라북도 전주시 완산구 (4511100000)","327,987","327,987","7,274","12,647","15,783","17,092","21,740","23,006","19,755","17,840","23,089","25,215","30,337","27,154","26,556","20,442","14,678","10,777","8,176","4,427","1,577","367","55","159,425","159,425","3,747","6,523","8,171","8,905","11,327","11,842","10,345","8,943","11,325","11,997","14,616","13,113","12,430","9,602","6,646","4,803","3,195","1,421","400","68","6","168,562","168,562","3,527","6,124","7,612","8,187","10,413","11,164","9,410","8,897","11,764","13,218","15,721","14,041","14,126","10,840","8,032","5,974","4,981","3,006","1,177","299","49"
"전라북도 전주시 덕진구 (4511300000)","315,933","315,933","9,292","15,244","18,071","17,198","20,142","21,018","19,667","19,812","26,122","25,773","27,447","23,472","22,348","16,601","12,086","9,153","7,155","3,782","1,280","232","38","156,940","156,940","4,646","7,830","9,153","8,888","10,549","11,315","10,295","9,974","12,950","12,878","13,895","11,743","10,897","7,877","5,477","4,012","2,856","1,325","319","55","6","158,993","158,993","4,646","7,414","8,918","8,310","9,593","9,703","9,372","9,838","13,172","12,895","13,552","11,729","11,451","8,724","6,609","5,141","4,299","2,457","961","177","32"
"전라북도 군산시 (4513000000)","260,407","260,407","6,116","10,526","13,071","12,548","13,289","13,475","12,642","13,742","20,313","20,767","23,728","21,064","22,355","18,955","13,512","10,479","7,718","4,111","1,612","327","57","131,909","131,909","3,084","5,334","6,703","6,517","7,345","7,541","6,809","7,117","10,647","10,770","12,679","11,059","11,186","9,346","6,412","4,699","2,941","1,301","370","39","10","128,498","128,498","3,032","5,192","6,368","6,031","5,944","5,934","5,833","6,625","9,666","9,997","11,049","10,005","11,169","9,609","7,100","5,780","4,777","2,810","1,242","288","47"
"전라북도 익산시 (4514000000)","270,546","270,546","5,510","9,372","12,311","13,462","16,431","15,781","13,274","12,650","17,610","19,854","24,076","23,673","24,917","19,960","14,409","10,733","9,110","5,038","1,935","389","51","134,626","134,626","2,780","4,780","6,281","6,947","8,832","8,710","7,103","6,489","9,003","10,163","12,263","11,975","12,513","9,815","6,833","4,751","3,398","1,481","431","73","5","135,920","135,920","2,730","4,592","6,030","6,515","7,599","7,071","6,171","6,161","8,607","9,691","11,813","11,698","12,404","10,145","7,576","5,982","5,712","3,557","1,504","316","46"
"전라북도 정읍시 (4518000000)","103,755","103,755","1,896","3,127","4,120","4,508","4,742","4,614","3,864","3,972","5,875","7,098","8,929","9,144","10,058","8,654","6,687","5,862","5,606","3,437","1,256","256","50","51,675","51,675","961","1,596","2,176","2,375","2,672","2,579","2,088","2,081","3,082","3,732","4,818","4,925","5,292","4,292","3,087","2,563","2,008","1,032","269","41","6","52,080","52,080","935","1,531","1,944","2,133","2,070","2,035","1,776","1,891","2,793","3,366","4,111","4,219","4,766","4,362","3,600","3,299","3,598","2,405","987","215","44"
"전라북도 남원시 (4519000000)","76,972","76,972","1,537","2,355","3,076","3,544","3,330","3,102","2,711","2,902","4,184","5,062","6,696","6,716","7,700","6,471","5,161","4,387","4,213","2,686","869","231","39","37,755","37,755","767","1,257","1,630","1,819","1,896","1,703","1,399","1,495","2,103","2,541","3,624","3,517","3,943","3,253","2,456","1,866","1,479","766","192","38","11","39,217","39,217","770","1,098","1,446","1,725","1,434","1,399","1,312","1,407","2,081","2,521","3,072","3,199","3,757","3,218","2,705","2,521","2,734","1,920","677","193","28"
"전라북도 김제시 (4521000000)","81,578","81,578","1,554","2,052","2,794","3,041","3,379","3,576","3,108","3,189","4,269","4,950","6,268","7,031","8,437","7,653","5,978","4,901","4,798","3,072","1,250","233","45","40,657","40,657","778","1,079","1,425","1,576","1,896","2,028","1,647","1,644","2,318","2,782","3,536","3,881","4,359","3,884","2,796","2,142","1,681","884","269","45","7","40,921","40,921","776","973","1,369","1,465","1,483","1,548","1,461","1,545","1,951","2,168","2,732","3,150","4,078","3,769","3,182","2,759","3,117","2,188","981","188","38"
"전라북도 완주군 (4571000000)","97,304","97,304","2,458","3,732","4,427","4,166","4,301","4,917","5,212","5,126","6,732","6,931","8,094","8,159","9,087","7,528","5,300","4,162","3,658","2,301","807","178","28","49,988","49,988","1,260","1,839","2,319","2,170","2,434","2,714","2,787","2,609","3,520","3,823","4,436","4,493","4,817","3,902","2,695","1,929","1,312","717","176","32","4","47,316","47,316","1,198","1,893","2,108","1,996","1,867","2,203","2,425","2,517","3,212","3,108","3,658","3,666","4,270","3,626","2,605","2,233","2,346","1,584","631","146","24"
"전라북도 진안군 (4572000000)","24,532","24,532","479","476","719","852","841","762","690","708","1,001","1,272","1,861","2,390","3,065","2,537","2,007","1,676","1,670","1,056","367","86","17","12,528","12,528","258","220","373","458","493","437","345","338","563","740","1,061","1,344","1,697","1,369","1,014","787","633","307","73","17","1","12,004","12,004","221","256","346","394","348","325","345","370","438","532","800","1,046","1,368","1,168","993","889","1,037","749","294","69","16"
"전라북도 무주군 (4573000000)","23,314","23,314","319","541","820","898","831","716","727","737","1,123","1,404","1,862","2,129","2,668","2,372","1,730","1,438","1,604","984","330","65","16","11,669","11,669","153","304","410","457","458","407","405","390","622","765","1,068","1,169","1,427","1,243","829","594","561","312","80","13","2","11,645","11,645","166","237","410","441","373","309","322","347","501","639","794","960","1,241","1,129","901","844","1,043","672","250","52","14"
"전라북도 장수군 (4574000000)","21,036","21,036","349","489","742","795","709","673","516","702","963","1,209","1,620","1,933","2,319","2,142","1,767","1,370","1,478","881","305","61","13","10,555","10,555","175","258","398","396","409","403","265","358","532","693","915","1,080","1,244","1,086","896","604","484","256","87","15","1","10,481","10,481","174","231","344","399","300","270","251","344","431","516","705","853","1,075","1,056","871","766","994","625","218","46","12"
"전라북도 임실군 (4575000000)","26,053","26,053","561","570","702","761","820","879","835","838","1,079","1,267","1,901","2,411","3,096","2,504","2,148","1,870","1,994","1,270","436","97","14","13,401","13,401","278","320","360","413","473","531","443","443","638","770","1,119","1,359","1,735","1,391","1,058","864","694","380","115","15","2","12,652","12,652","283","250","342","348","347","348","392","395","441","497","782","1,052","1,361","1,113","1,090","1,006","1,300","890","321","82","12"
"전라북도 순창군 (4577000000)","26,751","26,751","459","651","925","1,165","1,083","869","760","883","1,315","1,598","2,094","2,303","2,887","2,474","1,879","1,848","1,941","1,165","357","78","17","13,145","13,145","211","354","470","610","602","493","375","452","664","909","1,212","1,238","1,561","1,277","885","766","614","342","90","19","1","13,606","13,606","248","297","455","555","481","376","385","431","651","689","882","1,065","1,326","1,197","994","1,082","1,327","823","267","59","16"
"전라북도 고창군 (4579000000)","51,737","51,737","811","1,272","1,760","2,047","1,840","1,662","1,537","1,755","2,419","2,868","4,062","4,516","5,450","5,070","4,029","3,697","3,728","2,219","779","174","42","25,795","25,795","449","662","932","1,181","1,076","957","833","914","1,331","1,636","2,294","2,526","2,807","2,554","1,902","1,621","1,300","636","162","20","2","25,942","25,942","362","610","828","866","764","705","704","841","1,088","1,232","1,768","1,990","2,643","2,516","2,127","2,076","2,428","1,583","617","154","40"
"전라북도 부안군 (4580000000)","49,390","49,390","768","1,189","1,649","1,700","1,939","1,604","1,561","1,701","2,451","2,986","3,854","4,394","5,361","4,971","3,931","3,432","3,198","1,912","655","118","16","24,591","24,591","387","635","854","895","1,104","928","859","900","1,311","1,698","2,162","2,413","2,760","2,482","1,846","1,514","1,130","568","133","12","0","24,799","24,799","381","554","795","805","835","676","702","801","1,140","1,288","1,692","1,981","2,601","2,489","2,085","1,918","2,068","1,344","522","106","16"
"전라남도  (4600000000)","1,805,823","1,805,823","44,111","64,667","79,914","79,275","87,602","91,364","83,972","85,875","118,624","123,323","152,501","157,169","168,728","135,620","103,796","85,290","79,770","44,546","15,866","3,194","616","910,179","910,179","22,379","33,159","40,947","41,053","49,066","51,227","44,862","44,647","62,527","65,901","82,258","84,620","87,512","68,653","49,798","37,049","28,339","12,311","3,277","527","67","895,644","895,644","21,732","31,508","38,967","38,222","38,536","40,137","39,110","41,228","56,097","57,422","70,243","72,549","81,216","66,967","53,998","48,241","51,431","32,235","12,589","2,667","549"
"전라남도 목포시 (4611000000)","214,448","214,448","4,708","8,955","12,000","11,313","12,372","12,177","10,397","11,280","17,249","17,421","19,589","17,219","17,553","13,912","10,378","8,087","5,902","2,788","930","182","36","106,612","106,612","2,425","4,629","6,157","5,753","6,800","6,589","5,391","5,687","8,927","8,927","10,104","8,757","8,311","6,586","4,700","3,517","2,275","830","207","35","5","107,836","107,836","2,283","4,326","5,843","5,560","5,572","5,588","5,006","5,593","8,322","8,494","9,485","8,462","9,242","7,326","5,678","4,570","3,627","1,958","723","147","31"
"전라남도 여수시 (4613000000)","272,151","272,151","6,839","10,426","12,301","12,440","14,442","15,710","14,193","14,041","19,212","19,619","23,901","23,520","24,799","20,040","14,913","11,032","8,638","4,151","1,541","330","63","138,568","138,568","3,476","5,342","6,208","6,453","8,129","8,961","7,823","7,517","10,084","10,244","12,725","12,270","12,408","9,884","7,247","4,919","3,251","1,259","309","52","7","133,583","133,583","3,363","5,084","6,093","5,987","6,313","6,749","6,370","6,524","9,128","9,375","11,176","11,250","12,391","10,156","7,666","6,113","5,387","2,892","1,232","278","56"
"전라남도 순천시 (4615000000)","278,402","278,402","8,300","12,101","14,279","14,413","16,499","17,306","16,231","15,966","20,159","20,512","24,707","24,227","23,622","16,663","11,410","8,404","7,434","4,251","1,566","301","51","138,938","138,938","4,204","6,254","7,346","7,485","9,074","9,435","8,540","8,136","10,098","9,994","12,303","12,175","11,914","8,370","5,585","3,719","2,707","1,214","339","42","4","139,464","139,464","4,096","5,847","6,933","6,928","7,425","7,871","7,691","7,830","10,061","10,518","12,404","12,052","11,708","8,293","5,825","4,685","4,727","3,037","1,227","259","47"
"전라남도 나주시 (4617000000)","117,179","117,179","3,800","5,218","5,483","4,597","5,030","6,361","7,096","7,015","8,968","8,092","8,668","8,842","9,908","8,243","6,057","5,091","4,806","2,694","989","181","40","59,150","59,150","1,939","2,699","2,799","2,392","2,719","3,288","3,675","3,606","4,729","4,499","4,837","4,760","5,280","4,184","2,901","2,205","1,670","712","204","44","8","58,029","58,029","1,861","2,519","2,684","2,205","2,311","3,073","3,421","3,409","4,239","3,593","3,831","4,082","4,628","4,059","3,156","2,886","3,136","1,982","785","137","32"
"전라남도 광양시 (4623000000)","152,327","152,327","4,906","6,605","7,979","7,660","8,203","9,857","9,392","8,787","11,637","11,261","14,690","15,303","12,630","8,427","5,258","3,659","3,181","1,967","730","165","30","79,684","79,684","2,453","3,381","4,117","3,930","4,700","5,774","5,239","4,623","6,219","5,844","7,428","8,616","6,739","4,467","2,683","1,618","1,129","573","132","18","1","72,643","72,643","2,453","3,224","3,862","3,730","3,503","4,083","4,153","4,164","5,418","5,417","7,262","6,687","5,891","3,960","2,575","2,041","2,052","1,394","598","147","29"
"전라남도 담양군 (4671000000)","45,386","45,386","841","1,135","1,354","1,565","1,826","2,003","1,693","1,670","2,192","2,603","3,695","4,302","5,159","4,227","3,230","2,750","2,863","1,565","552","123","38","22,960","22,960","409","565","719","770","1,063","1,164","865","876","1,176","1,491","2,080","2,347","2,815","2,191","1,558","1,244","1,045","426","129","24","3","22,426","22,426","432","570","635","795","763","839","828","794","1,016","1,112","1,615","1,955","2,344","2,036","1,672","1,506","1,818","1,139","423","99","35"
"전라남도 곡성군 (4672000000)","26,893","26,893","261","533","758","896","1,009","999","771","783","1,145","1,453","2,097","2,520","3,148","2,528","2,099","1,830","2,062","1,366","483","135","17","13,348","13,348","125","266","412","501","577","547","420","410","614","791","1,191","1,411","1,709","1,350","1,032","773","703","386","105","24","1","13,545","13,545","136","267","346","395","432","452","351","373","531","662","906","1,109","1,439","1,178","1,067","1,057","1,359","980","378","111","16"
"전라남도 구례군 (4673000000)","24,359","24,359","331","517","802","814","904","704","618","721","1,075","1,360","2,060","2,318","2,915","2,300","1,879","1,702","1,831","1,059","370","70","9","11,893","11,893","170","242","401","443","510","409","296","364","575","727","1,158","1,257","1,560","1,146","885","752","594","313","77","13","1","12,466","12,466","161","275","401","371","394","295","322","357","500","633","902","1,061","1,355","1,154","994","950","1,237","746","293","57","8"
"전라남도 고흥군 (4677000000)","61,242","61,242","922","1,160","1,591","1,818","1,842","1,629","1,485","1,704","2,433","3,062","4,325","5,184","7,038","6,429","5,821","5,026","5,163","3,044","1,283","230","53","29,943","29,943","469","560","839","976","1,085","939","806","909","1,325","1,780","2,580","2,870","3,703","3,230","2,758","2,131","1,826","836","280","36","5","31,299","31,299","453","600","752","842","757","690","679","795","1,108","1,282","1,745","2,314","3,335","3,199","3,063","2,895","3,337","2,208","1,003","194","48"
"전라남도 보성군 (4678000000)","37,785","37,785","509","754","1,088","1,214","1,230","1,150","959","1,084","1,578","1,916","2,769","3,378","4,246","3,792","3,306","2,794","3,166","1,933","742","149","28","18,519","18,519","263","395","560","609","716","652","542","579","854","1,095","1,593","1,920","2,244","1,950","1,527","1,236","1,097","497","166","20","4","19,266","19,266","246","359","528","605","514","498","417","505","724","821","1,176","1,458","2,002","1,842","1,779","1,558","2,069","1,436","576","129","24"
"전라남도 화순군 (4679000000)","61,310","61,310","1,063","1,675","2,372","2,772","3,178","2,992","2,390","2,155","3,180","3,977","5,457","5,766","6,259","4,809","3,748","3,296","3,436","1,991","635","134","25","30,332","30,332","572","847","1,241","1,452","1,666","1,612","1,262","1,089","1,601","2,043","2,898","3,125","3,391","2,539","1,808","1,332","1,160","533","136","24","1","30,978","30,978","491","828","1,131","1,320","1,512","1,380","1,128","1,066","1,579","1,934","2,559","2,641","2,868","2,270","1,940","1,964","2,276","1,458","499","110","24"
"전라남도 장흥군 (4680000000)","35,119","35,119","651","854","1,172","1,263","1,326","1,182","1,111","1,173","1,706","1,850","2,716","3,164","3,717","3,314","2,640","2,401","2,539","1,606","603","109","22","17,173","17,173","306","439","596","681","756","693","595","604","957","1,039","1,488","1,748","1,929","1,626","1,264","1,023","862","426","120","16","5","17,946","17,946","345","415","576","582","570","489","516","569","749","811","1,228","1,416","1,788","1,688","1,376","1,378","1,677","1,180","483","93","17"
"전라남도 강진군 (4681000000)","32,748","32,748","611","782","1,059","1,218","1,178","1,179","1,037","1,090","1,533","1,724","2,455","2,808","3,626","3,105","2,553","2,326","2,378","1,427","541","105","13","15,945","15,945","310","375","566","624","671","655","545","562","797","946","1,377","1,530","1,879","1,566","1,218","978","828","399","102","14","3","16,803","16,803","301","407","493","594","507","524","492","528","736","778","1,078","1,278","1,747","1,539","1,335","1,348","1,550","1,028","439","91","10"
"전라남도 해남군 (4682000000)","64,735","64,735","1,289","1,688","2,279","2,468","2,506","2,246","1,938","2,186","3,207","3,787","5,096","5,828","6,986","6,100","5,069","4,347","4,335","2,381","808","163","28","32,324","32,324","653","883","1,131","1,277","1,477","1,284","1,054","1,179","1,692","2,146","2,916","3,236","3,696","3,077","2,401","1,868","1,530","645","152","26","1","32,411","32,411","636","805","1,148","1,191","1,029","962","884","1,007","1,515","1,641","2,180","2,592","3,290","3,023","2,668","2,479","2,805","1,736","656","137","27"
"전라남도 영암군 (4683000000)","52,404","52,404","1,075","1,550","2,053","2,048","2,462","2,272","1,853","2,133","3,377","3,637","4,643","4,877","5,205","4,157","3,189","2,835","2,741","1,603","580","94","20","27,411","27,411","562","799","1,041","1,086","1,483","1,366","986","1,132","1,991","2,168","2,697","2,829","2,890","2,152","1,544","1,169","947","416","132","19","2","24,993","24,993","513","751","1,012","962","979","906","867","1,001","1,386","1,469","1,946","2,048","2,315","2,005","1,645","1,666","1,794","1,187","448","75","18"
"전라남도 무안군 (4684000000)","90,410","90,410","2,724","4,452","5,472","4,580","4,689","4,569","4,815","5,385","7,624","6,841","7,023","6,554","6,754","5,564","4,300","3,550","3,137","1,661","575","118","23","45,460","45,460","1,382","2,319","2,757","2,334","2,548","2,452","2,445","2,667","3,869","3,665","3,843","3,567","3,536","2,757","2,094","1,586","1,069","448","107","15","0","44,950","44,950","1,342","2,133","2,715","2,246","2,141","2,117","2,370","2,718","3,755","3,176","3,180","2,987","3,218","2,807","2,206","1,964","2,068","1,213","468","103","23"
"전라남도 함평군 (4686000000)","30,604","30,604","436","556","896","969","1,079","1,031","896","875","1,313","1,659","2,320","2,872","3,410","3,116","2,455","2,251","2,404","1,442","480","125","19","15,499","15,499","212","280","489","514","625","610","494","474","756","983","1,396","1,693","1,907","1,639","1,171","909","847","375","103","21","1","15,105","15,105","224","276","407","455","454","421","402","401","557","676","924","1,179","1,503","1,477","1,284","1,342","1,557","1,067","377","104","18"
"전라남도 영광군 (4687000000)","51,926","51,926","1,930","1,518","1,885","2,049","2,192","2,276","2,249","2,270","2,870","3,218","3,955","4,400","4,835","4,312","3,599","3,095","3,028","1,638","468","109","30","25,962","25,962","974","735","972","1,061","1,242","1,265","1,153","1,162","1,543","1,836","2,264","2,418","2,544","2,229","1,649","1,304","1,056","434","99","18","4","25,964","25,964","956","783","913","988","950","1,011","1,096","1,108","1,327","1,382","1,691","1,982","2,291","2,083","1,950","1,791","1,972","1,204","369","91","26"
"전라남도 장성군 (4688000000)","42,518","42,518","777","1,231","1,477","1,525","1,682","1,940","1,565","1,542","2,208","2,628","3,499","3,875","4,456","3,745","2,995","2,573","2,637","1,561","473","109","20","21,881","21,881","400","619","746","808","962","1,211","874","830","1,178","1,497","2,017","2,211","2,447","1,985","1,445","1,149","929","434","110","25","4","20,637","20,637","377","612","731","717","720","729","691","712","1,030","1,131","1,482","1,664","2,009","1,760","1,550","1,424","1,708","1,127","363","84","16"
"전라남도 완도군 (4689000000)","46,805","46,805","986","1,487","1,683","1,659","1,590","1,566","1,334","1,763","2,744","2,842","3,583","3,900","4,928","4,214","3,577","3,301","3,206","1,695","619","110","18","23,604","23,604","501","792","872","874","921","937","731","938","1,559","1,695","2,067","2,203","2,489","2,131","1,709","1,430","1,150","463","125","16","1","23,201","23,201","485","695","811","785","669","629","603","825","1,185","1,147","1,516","1,697","2,439","2,083","1,868","1,871","2,056","1,232","494","94","17"
"전라남도 진도군 (4690000000)","28,998","28,998","547","754","1,001","999","1,145","1,025","912","979","1,430","1,713","2,198","2,614","3,006","2,682","2,197","2,077","2,101","1,144","398","62","14","14,471","14,471","266","358","507","517","658","614","493","512","827","1,013","1,324","1,452","1,531","1,417","1,050","891","686","282","61","10","2","14,527","14,527","281","396","494","482","487","411","419","467","603","700","874","1,162","1,475","1,265","1,147","1,186","1,415","862","337","52","12"
"전라남도 신안군 (4691000000)","38,074","38,074","605","716","930","995","1,218","1,190","1,037","1,273","1,784","2,148","3,055","3,698","4,528","3,941","3,123","2,863","2,782","1,579","500","90","19","20,502","20,502","308","380","471","513","684","770","633","791","1,156","1,478","1,972","2,225","2,590","2,177","1,569","1,296","978","410","82","15","4","17,572","17,572","297","336","459","482","534","420","404","482","628","670","1,083","1,473","1,938","1,764","1,554","1,567","1,804","1,169","418","75","15"
"경상북도  (4700000000)","2,558,085","2,558,085","60,443","93,383","109,208","108,548","121,183","128,534","128,502","132,169","178,562","180,999","219,105","223,796","246,996","202,137","148,753","102,736","96,075","54,028","18,505","3,865","558","1,292,163","1,292,163","31,107","48,031","56,703","57,239","69,031","73,947","71,172","70,153","92,936","94,124","114,219","115,430","125,487","100,813","70,812","45,491","34,920","15,823","4,027","642","56","1,265,922","1,265,922","29,336","45,352","52,505","51,309","52,152","54,587","57,330","62,016","85,626","86,875","104,886","108,366","121,509","101,324","77,941","57,245","61,155","38,205","14,478","3,223","502"
"경상북도 포항시 (4711000000)","492,941","492,941","12,182","20,305","23,765","21,990","23,049","27,178","26,794","27,091","37,953","36,225","43,327","43,128","46,923","39,305","26,181","16,442","12,484","6,031","2,084","436","68","250,091","250,091","6,287","10,567","12,363","11,575","13,275","15,979","15,163","14,157","19,427","18,336","21,783","21,626","22,939","19,194","12,794","7,625","4,801","1,716","413","60","11","242,850","242,850","5,895","9,738","11,402","10,415","9,774","11,199","11,631","12,934","18,526","17,889","21,544","21,502","23,984","20,111","13,387","8,817","7,683","4,315","1,671","376","57"
