"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"충청북도 진천군 초평면(4375032000)","2,872","2,872","52","105","159","136","220","459","784","504","368","82","3","1,522","1,522","25","67","90","82","139","266","452","264","120","17","0","1,350","1,350","27","38","69","54","81","193","332","240","248","65","3"
"충청북도 진천군 문백면(4375033000)","3,380","3,380","62","122","171","228","274","614","952","523","357","77","0","1,794","1,794","26","57","100","141","176","364","533","256","129","12","0","1,586","1,586","36","65","71","87","98","250","419","267","228","65","0"
"충청북도 진천군 백곡면(4375034000)","2,013","2,013","38","58","63","84","136","301","609","421","247","56","0","1,025","1,025","21","30","36","50","89","164","322","220","85","8","0","988","988","17","28","27","34","47","137","287","201","162","48","0"
"충청북도 진천군 이월면(4375035000)","6,360","6,360","147","330","484","525","658","1,149","1,606","841","497","119","4","3,428","3,428","73","176","313","325","384","628","890","439","171","29","0","2,932","2,932","74","154","171","200","274","521","716","402","326","90","4"
"충청북도 진천군 광혜원면(4375037000)","10,588","10,588","446","1,019","1,005","1,187","1,636","2,189","1,865","743","433","64","1","5,828","5,828","239","510","618","743","929","1,232","1,042","345","157","13","0","4,760","4,760","207","509","387","444","707","957","823","398","276","51","1"
"충청북도 괴산군 (4376000000)","35,627","35,627","972","1,665","1,883","1,881","2,916","6,106","9,827","6,118","3,612","631","16","18,497","18,497","511","853","1,118","1,106","1,615","3,392","5,348","3,091","1,324","138","1","17,130","17,130","461","812","765","775","1,301","2,714","4,479","3,027","2,288","493","15"
"충청북도 괴산군 괴산읍(4376025000)","8,970","8,970","380","791","883","736","1,135","1,641","1,647","1,084","573","94","6","4,625","4,625","203","410","510","409","576","930","863","498","206","20","0","4,345","4,345","177","381","373","327","559","711","784","586","367","74","6"
"충청북도 괴산군 감물면(4376031000)","1,959","1,959","42","88","72","77","137","299","623","346","218","55","2","1,014","1,014","19","43","42","47","75","164","337","181","93","12","1","945","945","23","45","30","30","62","135","286","165","125","43","1"
"충청북도 괴산군 장연면(4376032000)","1,889","1,889","34","58","58","68","113","320","639","350","210","39","0","990","990","15","27","33","43","62","187","367","174","78","4","0","899","899","19","31","25","25","51","133","272","176","132","35","0"
"충청북도 괴산군 연풍면(4376033000)","2,154","2,154","37","58","68","88","144","334","671","438","272","43","1","1,143","1,143","16","27","47","54","87","187","360","242","113","10","0","1,011","1,011","21","31","21","34","57","147","311","196","159","33","1"
"충청북도 괴산군 칠성면(4376034000)","3,077","3,077","86","112","151","156","246","584","863","481","348","50","0","1,560","1,560","39","47","85","93","141","322","473","240","110","10","0","1,517","1,517","47","65","66","63","105","262","390","241","238","40","0"
"충청북도 괴산군 문광면(4376035000)","2,126","2,126","40","89","86","101","145","387","617","386","228","47","0","1,123","1,123","22","49","56","59","91","209","334","210","83","10","0","1,003","1,003","18","40","30","42","54","178","283","176","145","37","0"
"충청북도 괴산군 청천면(4376036000)","5,018","5,018","98","150","159","188","300","827","1,648","997","562","87","2","2,593","2,593","50","81","99","118","174","435","893","515","206","22","0","2,425","2,425","48","69","60","70","126","392","755","482","356","65","2"
"충청북도 괴산군 청안면(4376037000)","3,225","3,225","108","92","130","142","206","553","964","600","368","60","2","1,683","1,683","57","48","81","78","123","331","527","308","121","9","0","1,542","1,542","51","44","49","64","83","222","437","292","247","51","2"
"충청북도 괴산군 사리면(4376039000)","2,482","2,482","46","69","124","123","168","426","685","474","313","52","2","1,285","1,285","26","31","75","73","97","238","391","229","116","9","0","1,197","1,197","20","38","49","50","71","188","294","245","197","43","2"
"충청북도 괴산군 소수면(4376040000)","2,134","2,134","64","70","72","106","152","319","676","422","209","44","0","1,110","1,110","37","39","40","67","84","166","358","229","77","13","0","1,024","1,024","27","31","32","39","68","153","318","193","132","31","0"
"충청북도 괴산군 불정면(4376041000)","2,593","2,593","37","88","80","96","170","416","794","540","311","60","1","1,371","1,371","27","51","50","65","105","223","445","265","121","19","0","1,222","1,222","10","37","30","31","65","193","349","275","190","41","1"
"충청북도 음성군 (4377000000)","92,945","92,945","4,073","7,217","7,966","9,303","12,090","17,439","18,746","9,827","5,262","986","36","49,638","49,638","2,069","3,828","4,597","5,450","6,712","9,730","10,157","4,892","1,974","219","10","43,307","43,307","2,004","3,389","3,369","3,853","5,378","7,709","8,589","4,935","3,288","767","26"
"충청북도 음성군 음성읍(4377025000)","15,764","15,764","579","1,131","1,198","1,264","1,813","2,937","3,532","2,063","1,059","184","4","8,125","8,125","279","584","704","695","996","1,579","1,851","989","402","45","1","7,639","7,639","300","547","494","569","817","1,358","1,681","1,074","657","139","3"
"충청북도 음성군 금왕읍(4377025300)","18,574","18,574","712","1,638","1,722","1,692","2,553","3,838","3,630","1,730","920","134","5","10,052","10,052","389","910","1,039","978","1,431","2,145","1,978","818","328","34","2","8,522","8,522","323","728","683","714","1,122","1,693","1,652","912","592","100","3"
"충청북도 음성군 소이면(4377031000)","2,735","2,735","35","85","112","136","182","374","803","544","374","89","1","1,447","1,447","19","43","79","92","118","212","446","273","140","25","0","1,288","1,288","16","42","33","44","64","162","357","271","234","64","1"
"충청북도 음성군 원남면(4377032000)","3,003","3,003","42","150","107","138","181","441","905","597","356","83","3","1,588","1,588","19","77","71","88","112","258","482","325","141","15","0","1,415","1,415","23","73","36","50","69","183","423","272","215","68","3"
"충청북도 음성군 맹동면(4377033000)","13,068","13,068","966","1,423","1,279","2,095","2,298","1,957","1,669","880","426","70","5","6,923","6,923","498","752","671","1,187","1,207","1,098","882","457","156","15","0","6,145","6,145","468","671","608","908","1,091","859","787","423","270","55","5"
"충청북도 음성군 맹동면혁신도시출장소(4377033500)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 음성군 대소면(4377034000)","19,683","19,683","1,161","1,622","2,025","2,537","3,036","4,195","3,134","1,247","621","102","3","10,696","10,696","568","870","1,145","1,523","1,657","2,291","1,763","638","215","25","1","8,987","8,987","593","752","880","1,014","1,379","1,904","1,371","609","406","77","2"
"충청북도 음성군 삼성면(4377035000)","6,159","6,159","155","288","393","415","601","1,202","1,653","857","486","105","4","3,448","3,448","90","156","238","283","379","731","932","429","185","23","2","2,711","2,711","65","132","155","132","222","471","721","428","301","82","2"
"충청북도 음성군 생극면(4377036000)","4,352","4,352","90","210","254","276","383","813","1,176","650","401","94","5","2,394","2,394","55","108","163","182","239","478","668","326","162","11","2","1,958","1,958","35","102","91","94","144","335","508","324","239","83","3"
"충청북도 음성군 감곡면(4377037000)","9,607","9,607","333","670","876","750","1,043","1,682","2,244","1,259","619","125","6","4,965","4,965","152","328","487","422","573","938","1,155","637","245","26","2","4,642","4,642","181","342","389","328","470","744","1,089","622","374","99","4"
"충청북도 단양군 (4380000000)","26,914","26,914","781","1,555","1,569","1,608","2,436","4,674","7,197","4,351","2,374","359","10","13,757","13,757","387","841","937","912","1,304","2,536","3,771","2,115","867","85","2","13,157","13,157","394","714","632","696","1,132","2,138","3,426","2,236","1,507","274","8"
"충청북도 단양군 단양읍(4380025000)","10,028","10,028","476","854","826","883","1,252","1,826","2,041","1,168","601","99","2","5,069","5,069","245","447","479","487","633","980","1,024","527","218","29","0","4,959","4,959","231","407","347","396","619","846","1,017","641","383","70","2"
"충청북도 단양군 매포읍(4380025300)","4,761","4,761","135","301","333","304","465","909","1,050","772","439","52","1","2,494","2,494","66","166","215","192","260","522","549","355","160","9","0","2,267","2,267","69","135","118","112","205","387","501","417","279","43","1"
"충청북도 단양군 대강면(4380031000)","2,300","2,300","40","79","82","72","128","357","763","466","265","48","0","1,142","1,142","18","41","45","33","70","196","413","224","88","14","0","1,158","1,158","22","38","37","39","58","161","350","242","177","34","0"
"충청북도 단양군 가곡면(4380032000)","1,936","1,936","28","79","74","68","112","295","646","387","216","30","1","1,027","1,027","12","50","48","37","72","156","339","215","90","8","0","909","909","16","29","26","31","40","139","307","172","126","22","1"
"충청북도 단양군 영춘면(4380033000)","3,045","3,045","47","122","103","88","224","553","932","600","332","44","0","1,457","1,457","21","71","62","53","101","268","464","288","121","8","0","1,588","1,588","26","51","41","35","123","285","468","312","211","36","0"
"충청북도 단양군 어상천면(4380034000)","1,824","1,824","20","42","50","61","96","291","681","359","197","26","1","1,015","1,015","9","26","32","37","63","165","389","199","91","4","0","809","809","11","16","18","24","33","126","292","160","106","22","1"
"충청북도 단양군 적성면(4380035000)","1,459","1,459","21","18","32","68","80","198","542","308","158","31","3","759","759","11","10","16","35","59","110","296","157","54","10","1","700","700","10","8","16","33","21","88","246","151","104","21","2"
"충청북도 단양군 단성면(4380036000)","1,561","1,561","14","60","69","64","79","245","542","291","166","29","2","794","794","5","30","40","38","46","139","297","150","45","3","1","767","767","9","30","29","26","33","106","245","141","121","26","1"
"충청남도  (4400000000)","2,136,678","2,136,678","127,545","202,717","213,786","252,123","314,645","352,056","339,630","200,868","110,219","22,605","484","1,096,883","1,096,883","65,379","104,685","118,215","138,447","167,763","186,926","173,958","95,813","40,119","5,501","77","1,039,795","1,039,795","62,166","98,032","95,571","113,676","146,882","165,130","165,672","105,055","70,100","17,104","407"
"충청남도 천안시 (4413000000)","663,858","663,858","44,085","68,015","86,106","98,095","109,426","110,981","86,212","39,314","18,231","3,323","70","340,457","340,457","22,624","34,896","45,810","53,345","57,560","56,476","43,771","18,556","6,647","762","10","323,401","323,401","21,461","33,119","40,296","44,750","51,866","54,505","42,441","20,758","11,584","2,561","60"
"충청남도 천안시 동남구 (4413100000)","262,368","262,368","14,632","25,110","32,711","32,972","39,338","45,887","40,432","20,035","9,428","1,782","41","132,930","132,930","7,472","12,865","17,186","17,928","20,380","23,341","20,292","9,533","3,508","419","6","129,438","129,438","7,160","12,245","15,525","15,044","18,958","22,546","20,140","10,502","5,920","1,363","35"
"충청남도 천안시 동남구 목천읍(4413125000)","22,060","22,060","759","2,013","2,285","1,823","3,113","4,817","3,989","1,951","1,082","220","8","11,339","11,339","400","1,054","1,286","1,039","1,604","2,543","2,060","910","386","55","2","10,721","10,721","359","959","999","784","1,509","2,274","1,929","1,041","696","165","6"
"충청남도 천안시 동남구 풍세면(4413131000)","10,591","10,591","793","564","1,219","1,840","1,522","1,642","1,741","784","398","87","1","5,581","5,581","408","295","679","1,042","846","851","878","417","147","18","0","5,010","5,010","385","269","540","798","676","791","863","367","251","69","1"
"충청남도 천안시 동남구 광덕면(4413132000)","3,969","3,969","60","127","205","255","314","664","1,160","721","360","101","2","1,998","1,998","28","71","122","141","174","349","605","350","137","21","0","1,971","1,971","32","56","83","114","140","315","555","371","223","80","2"
"충청남도 천안시 동남구 북면(4413133000)","4,064","4,064","63","157","249","243","397","721","1,177","642","335","78","2","2,135","2,135","28","84","152","152","232","407","600","326","135","19","0","1,929","1,929","35","73","97","91","165","314","577","316","200","59","2"
"충청남도 천안시 동남구 성남면(4413134000)","2,784","2,784","45","93","181","112","230","466","762","543","285","66","1","1,477","1,477","21","48","104","64","140","278","426","272","113","11","0","1,307","1,307","24","45","77","48","90","188","336","271","172","55","1"
"충청남도 천안시 동남구 수신면(4413135000)","2,045","2,045","18","66","123","140","160","339","570","348","242","39","0","1,146","1,146","8","33","76","101","112","220","327","177","80","12","0","899","899","10","33","47","39","48","119","243","171","162","27","0"
"충청남도 천안시 동남구 병천면(4413136000)","5,920","5,920","128","296","675","463","629","1,053","1,349","807","418","101","1","3,252","3,252","66","158","459","296","390","590","709","408","151","25","0","2,668","2,668","62","138","216","167","239","463","640","399","267","76","1"
